Product Name,URL,Price,Ratings,Delivery
"Panasonic Eluga Ray 810 (4GB RAM, 64GB Storage) (Turqoiuse Blue)",/Panasonic-Eluga-Ray-810-Turqoiuse/dp/B07ZHGD8G5/ref=sr_1_24?dchild=1&keywords=phones&qid=1584615448&sr=8-24,"7,299",3.9 out of 5 stars,FREE Delivery by Amazon
"Vivo U20 (Racing Black, Snapdragon 675 AIE, 6GB RAM, 64GB Storage)",/Vivo-Racing-Black-Snapdragon-Storage/dp/B081RW24Y6/ref=sr_1_25?dchild=1&keywords=phones&qid=1584615448&sr=8-25,"11,990",4.4 out of 5 stars,FREE Delivery by Amazon
"IKall K300 Smartphone (5.5 Inch, 2GB, 16GB, 4G Volte)",/IKall-K300-Smartphone-Inch-Volte/dp/B085WPQ719/ref=sr_1_26?dchild=1&keywords=phones&qid=1584615448&sr=8-26,"3,299",,
Fish Out of Water: A Little Mermaid story (The Girl Without a Phone),/Fish-Out-Water-Mermaid-Without/dp/1999051661/ref=sr_1_27?dchild=1&keywords=phones&qid=1584615448&sr=8-27,,5.0 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
"(Renewed) BlackBerry Z10 SLP-100 (Black, 16GB)",/CERTIFIED-REFURBISHED-BlackBerry-SLP-100-Black/dp/B078JH8LLQ/ref=sr_1_28?dchild=1&keywords=phones&qid=1584615448&sr=8-28,"3,499",,FREE Delivery by Amazon
"Samsung Galaxy M30s (Blue, 6GB RAM, 128GB Storage)",/Test-Exclusive-631/dp/B07HGJ7WM6/ref=sr_1_29?dchild=1&keywords=phones&qid=1584615448&sr=8-29,"15,999",4.4 out of 5 stars,FREE Delivery by Amazon
"realme 5 Pro (Sparkling Blue, 4GB RAM, 64GB Storage)",/realme-Sparkling-Blue-64GB-Storage/dp/B07Y6CBZJK/ref=sr_1_30?dchild=1&keywords=phones&qid=1584615448&sr=8-30,"11,999",4.3 out of 5 stars,FREE Delivery by Amazon
"IKall K6 Smartphone (6.26 Inch, 4GB, 32GB) (Blue)",/IKall-Smartphone-6-26-Inch-32GB/dp/B0857DCTJZ/ref=sr_1_31?dchild=1&keywords=phones&qid=1584615448&sr=8-31,"5,499",2.0 out of 5 stars,FREE Delivery by Amazon
"POCO X2 (Atlantis Blue, 6GB RAM, 64GB Storage)",/POCO-Atlantis-Blue-64GB-Storage/dp/B084R598S6/ref=sr_1_32?dchild=1&keywords=phones&qid=1584615448&sr=8-32,"17,999",5.0 out of 5 stars,FREE Delivery by Amazon
"Surya Max1 with 1 GB RAM with 5"" (Volte Not Supported) 8 GB Internal Memory in Gold",/Surya-Volte-Supported-Internal-Memory/dp/B085WQD5J4/ref=sr_1_33?dchild=1&keywords=phones&qid=1584615448&sr=8-33,"1,899",,FREE Delivery by Amazon
"Redmi Note 8 Pro (Shadow Black, 6GB RAM, 128GB Storage with Helio G90T Processor) - Extra 1,000 Off on Exchange & 6 Month No Cost EMI",/Redmi-Note-Pro-Storage-Processor/dp/B07X2KLKRZ/ref=sr_1_33?dchild=1&keywords=phones&qid=1584615452&sr=8-33,"15,999",4.4 out of 5 stars,FREE Delivery by Amazon
"Panasonic Eluga Ray 810 (4GB RAM, 64GB Storage) (Starry Black)",/Panasonic-Eluga-Ray-810-Storage/dp/B07ZHGLQ9G/ref=sr_1_34?dchild=1&keywords=phones&qid=1584615452&sr=8-34,"6,990",3.9 out of 5 stars,FREE Delivery by Amazon
"Redmi 8A Dual (Midnight Grey, 3GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery",/Redmi-8A-Dual-Midnight-Storage/dp/B07X2KKXNW/ref=sr_1_35?dchild=1&keywords=phones&qid=1584615452&sr=8-35,"6,999",4.2 out of 5 stars,FREE Delivery by Amazon
"Redmi Note 8 Pro (Halo White, 6GB RAM, 64GB Storage with Helio G90T Processor) - 6 Month No Cost EMI",/Redmi-Note-Pro-Storage-Processor/dp/B07X1KT6LW/ref=sr_1_36?dchild=1&keywords=phones&qid=1584615452&sr=8-36,"13,999",4.4 out of 5 stars,FREE Delivery by Amazon
"Vivo U20 (Blazing Blue, Snapdragon 675 AIE, 6GB RAM, 64GB",/Vivo-Blazing-Blue-Snapdragon-64GB/dp/B081RTYX3L/ref=sr_1_37?dchild=1&keywords=phones&qid=1584615452&sr=8-37,"11,990",4.4 out of 5 stars,FREE Delivery by Amazon
"Panasonic Eluga Ray 610 (3GB RAM, 32GB Storage) (Black)",/Panasonic-Eluga-Ray-610-Storage/dp/B07ZZ979PN/ref=sr_1_38?dchild=1&keywords=phones&qid=1584615452&sr=8-38,"5,998",3.9 out of 5 stars,FREE Delivery by Amazon
"Vivo U10 (Thunder Black,5000 mAH 18W Fast Charge Battery, 3GB RAM, 32GB Storage)",/Test-Exclusive-738/dp/B07DJL15MJ/ref=sr_1_39?dchild=1&keywords=phones&qid=1584615452&sr=8-39,"8,990",4.3 out of 5 stars,FREE Delivery by Amazon
"realme 5 Pro (Sparkling Blue, 6GB RAM, 64GB Storage)",/realme-Sparkling-Blue-64GB-Storage/dp/B07Y8K4D7X/ref=sr_1_40?dchild=1&keywords=phones&qid=1584615452&sr=8-40,"12,999",4.3 out of 5 stars,FREE Delivery by Amazon
"Motorola One Macro (Space Blue, 64 GB) (4 GB RAM)",/Motorola-One-Macro-Space-Blue/dp/B07ZRH89R2/ref=sr_1_41?dchild=1&keywords=phones&qid=1584615452&sr=8-41,"9,378",3.3 out of 5 stars,FREE Delivery by Amazon
"Mi A2 (Red, 6GB RAM, 128GB Storage)",/Mi-A2-Red-128GB-Storage/dp/B07DJD1CBT/ref=sr_1_42?dchild=1&keywords=phones&qid=1584615452&sr=8-42,"11,490",3.8 out of 5 stars,FREE Delivery by Amazon
"IKall K2 Plus Smartphone (5.5 Inch Display, 4GB Ram, 64GB Internal Storage) (Ocean Blue)",/IKall-Smartphone-Display-Internal-Storage/dp/B0851KKFDW/ref=sr_1_43?dchild=1&keywords=phones&qid=1584615452&sr=8-43,"4,899",2.2 out of 5 stars,
"Redmi 8A Dual (Sky White, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery",/Redmi-8A-Dual-White-Storage/dp/B07X1KSWZ3/ref=sr_1_44?dchild=1&keywords=phones&qid=1584615452&sr=8-44,"6,499",4.2 out of 5 stars,FREE Delivery by Amazon
"Vivo U20 (Blazing Blue, Snapdragon 675 AIE, 4GB RAM, 64GB Storage)",/Vivo-Blazing-Blue-Snapdragon-Storage/dp/B081RTYX3M/ref=sr_1_45?dchild=1&keywords=phones&qid=1584615452&sr=8-45,"10,990",4.4 out of 5 stars,FREE Delivery by Amazon
"Vivo U10 (Electric Blue, 5000 mAH 18W Fast Charge Battery, 3GB RAM, 32GB Storage)",/Test-Exclusive-740/dp/B07DJD1RTM/ref=sr_1_46?dchild=1&keywords=phones&qid=1584615452&sr=8-46,"8,990",4.3 out of 5 stars,FREE Delivery by Amazon
"Surya Max1 with 1 GB RAM with 5"" (Volte Not Supported) 8 GB Internal Memory in Black",/Surya-Volte-Supported-Internal-Memory/dp/B085WQG7RS/ref=sr_1_47?dchild=1&keywords=phones&qid=1584615452&sr=8-47,"1,890",,
"Redmi Note 8 Pro (Electric Blue, 6GB RAM, 64GB Storage with Helio G90T Processor) - 6 Month No Cost EMI",/Redmi-Note-Pro-Electric-Processor/dp/B07X2KLYSF/ref=sr_1_48?dchild=1&keywords=phones&qid=1584615452&sr=8-48,"13,999",4.4 out of 5 stars,FREE Delivery by Amazon
"Coolpad Cool 5 (Midnight Blue, 4GB RAM, 64GB Storage)",/Coolpad-Cool-Midnight-Blue-Storage/dp/B07X92QPJ4/ref=sr_1_49?dchild=1&keywords=phones&qid=1584615457&sr=8-49,"6,999",3.2 out of 5 stars,FREE Delivery by Amazon
"Samsung Galaxy M31 (Space Black, 6GB RAM, 64GB Storage)",/Samsung-Galaxy-Space-Black-Storage/dp/B07HGJ7WLM/ref=sr_1_50?dchild=1&keywords=phones&qid=1584615457&sr=8-50,"14,999",4.4 out of 5 stars,FREE Delivery by Amazon
"realme 5 Pro (Crystal Green, 4GB RAM, 64GB Storage)",/realme-Crystal-Green-64GB-Storage/dp/B07WS4KW6M/ref=sr_1_51?dchild=1&keywords=phones&qid=1584615457&sr=8-51,"11,999",4.3 out of 5 stars,FREE Delivery by Amazon
SBA999 F2A003 F2 | Mobile Phone / 3D Screen Magnifier / 3D Video Screen Amplifier/Eyes-Protection Enlarged Expander Support for All Smartphones (Assorted Colour),/SBA999-Magnifier-Amplifier-Eyes-Protection-Smartphones/dp/B0842RM7XV/ref=sr_1_52?dchild=1&keywords=phones&qid=1584615457&sr=8-52,249,3.0 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
"Redmi Note 8 (Moonlight White, 6GB RAM, 128GB Storage) - Extra 1,000 Off on Exchange & 6 Month No Cost EMI",/Redmi-Note-Moonlight-White-Storage/dp/B07X1KSP7N/ref=sr_1_53?dchild=1&keywords=phones&qid=1584615457&sr=8-53,"12,999",4.3 out of 5 stars,FREE Delivery by Amazon
White House down,/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.dab32ab9-c6ff-61c5-e84c-9274e7b662a8%26ref_%3Ddvm_src_ret_in_xx_s&page-type-id=B07SGXXLPM&ref=sr_1_54&keywords=phones&qid=1584615457&sr=8-54,,4.5 out of 5 stars,
WINSOME TASHAN TS-861 Dual Sim Android 5.1 Mobile Phone with 5 MP Camera 5 inch Screen (Black),/WINSOME-TASHAN-TS-861-Android-Mobile/dp/B0833ZZTS1/ref=sr_1_55?dchild=1&keywords=phones&qid=1584615457&sr=8-55,"2,647",1.0 out of 5 stars,
"Motorola Moto E6s Phone (Polished Graphite, 64 GB, 4 GB RAM)",/Motorola-Moto-Phone-Polished-Graphite/dp/B07ZJ7ZWFX/ref=sr_1_56?dchild=1&keywords=phones&qid=1584615457&sr=8-56,"7,499",3.6 out of 5 stars,FREE Delivery by Amazon
"Power Phone Scripts: 500 Word-for-Word Questions, Phrases, and Conversations to Open and Close More Sales",/Power-Phone-Scripts-Word-Word/dp/8126572477/ref=sr_1_57?dchild=1&keywords=phones&qid=1584615457&sr=8-57,,4.8 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
"IKall K400 Smartphone (6"" IPS Display, 4GB, 64GB, 4G Volte) (Blue)",/IKall-K400-Smartphone-Display-Volte/dp/B085HH1FFM/ref=sr_1_58?dchild=1&keywords=phones&qid=1584615457&sr=8-58,"5,499",,FREE Delivery by Amazon
"Poco F1 by Xiaomi (Steel Blue, 6GB RAM, SD 845, 128GB Storage) - 6 Month No Cost EMI",/Poco-Xiaomi-Steel-128GB-Storage/dp/B07GXX2MDQ/ref=sr_1_59?dchild=1&keywords=phones&qid=1584615457&sr=8-59,"14,999",4.4 out of 5 stars,FREE Delivery by Amazon
"Redmi Note 8 (Space Black, 6GB RAM, 128GB Storage) - Extra 1,000 Off on Exchange & 6 Month No Cost EMI",/Redmi-Note-Space-Black-Storage/dp/B07X2KFN9F/ref=sr_1_60?dchild=1&keywords=phones&qid=1584615457&sr=8-60,"12,999",4.3 out of 5 stars,FREE Delivery by Amazon
Arduino Control Your Light System Using Smart Phone,/Arduino-Control-Light-System-Using-ebook/dp/B0861GZXST/ref=sr_1_61?dchild=1&keywords=phones&qid=1584615457&sr=8-61,,,
"Realme 5i (Forest Green, 4GB RAM, 64GB Storage)",/Realme-Forest-Green-64GB-Storage/dp/B083ZP6J9J/ref=sr_1_62?dchild=1&keywords=phones&qid=1584615457&sr=8-62,,3.7 out of 5 stars,
"Vivo U20 (Racing Black, Snapdragon 675 AIE, 4GB RAM, 64GB Storage)",/Vivo-Racing-Black-Snapdragon-Storage/dp/B081RV8NB2/ref=sr_1_63?dchild=1&keywords=phones&qid=1584615457&sr=8-63,"10,990",4.4 out of 5 stars,FREE Delivery by Amazon
"Redmi Note 8 (Cosmic Purple, 6GB RAM, 128GB Storage) - Extra 1,000 Off on Exchange & 6 Month No Cost EMI",/Redmi-Note-Cosmic-Purple-Storage/dp/B07X2KLKRT/ref=sr_1_64?dchild=1&keywords=phones&qid=1584615457&sr=8-64,"12,999",4.3 out of 5 stars,FREE Delivery by Amazon
"realme 5 Pro (Crystal Green, 8GB RAM, 128GB Storage)",/realme-Crystal-Green-128GB-Storage/dp/B07Y33DHBB/ref=sr_1_65?dchild=1&keywords=phones&qid=1584615461&sr=8-65,"14,990",4.3 out of 5 stars,FREE Delivery by Amazon
"Samsung Galaxy M30s (Opal Black, 6GB RAM, 128GB Storage)",/Test-Exclusive-632/dp/B07HGJK54G/ref=sr_1_66?dchild=1&keywords=phones&qid=1584615461&sr=8-66,"15,999",4.4 out of 5 stars,FREE Delivery by Amazon
"Xiaomi Mi A3 (More Than White, 4GB RAM, 64GB Storage) - Extra 1,000 Off on Exchange & 6 Month No Cost EMI",/Test-Exclusive-678/dp/B07HGJKDVJ/ref=sr_1_67?dchild=1&keywords=phones&qid=1584615461&sr=8-67,"11,999",4.0 out of 5 stars,FREE Delivery by Amazon
"Samsung Galaxy M31 (Space Black, 6GB RAM, 128GB Storage)",/Samsung-Galaxy-Space-Black-Storage/dp/B07HGN617M/ref=sr_1_68?dchild=1&keywords=phones&qid=1584615461&sr=8-68,"15,999",4.4 out of 5 stars,FREE Delivery by Amazon
Arduino Control Your Light System Using Smart Phone,/Arduino-Control-Light-System-Using-ebook/dp/B0861GZXST/ref=sr_1_69?dchild=1&keywords=phones&qid=1584615461&sr=8-69,,,
"Honor 9X (Sapphire Blue, 4+128GB Storage)-Pop up Front Camera & 48M Triple Rear Camera",/Honor-Sapphire-Storage-Camera-Triple/dp/B0856C8GGH/ref=sr_1_70?dchild=1&keywords=phones&qid=1584615461&sr=8-70,"12,999",4.2 out of 5 stars,FREE Delivery by Amazon
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest Snapdragon 720G & Gorilla Glass 5 Protection",/Test-Exclusive-550/dp/B077Q7GW9V/ref=sr_1_71?dchild=1&keywords=phones&qid=1584615461&sr=8-71,"12,999",,FREE Delivery by Amazon
"Samsung Galaxy M30s (Opal Black, 4GB RAM, 64GB Storage)",/Test-Exclusive-629/dp/B07HGLB1TJ/ref=sr_1_72?dchild=1&keywords=phones&qid=1584615461&sr=8-72,"12,999",4.4 out of 5 stars,FREE Delivery by Amazon
"Infinix hot 8 Phone with 6.52"" Dew Drop Display, 5000 mAh Battery, Triple AI Camera",/Infinix-Display-Battery-Triple-Camera/dp/B081LYBZBS/ref=sr_1_73?dchild=1&keywords=phones&qid=1584615461&sr=8-73,,4.7 out of 5 stars,
"Redmi 8A Dual (Sea Blue, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery",/Redmi-8A-Dual-Blue-Storage/dp/B07X4R63DF/ref=sr_1_74?dchild=1&keywords=phones&qid=1584615461&sr=8-74,"6,499",4.2 out of 5 stars,FREE Delivery by Amazon
"Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",/Vivo-Fusion-Storage-Additional-Exchange/dp/B07KX1S161/ref=sr_1_75?dchild=1&keywords=phones&qid=1584615461&sr=8-75,"6,990",4.2 out of 5 stars,FREE Delivery by Amazon
"Xiaomi Mi A3 (Kind of Grey, 4GB RAM, 64GB Storage) - Extra 1,000 Off on Exchange & 6 Month No Cost EMI",/Test-Exclusive-674/dp/B07HG8SBJL/ref=sr_1_76?dchild=1&keywords=phones&qid=1584615461&sr=8-76,"11,999",4.0 out of 5 stars,FREE Delivery by Amazon
"Samsung Galaxy M40 (Midnight Blue, 6GB RAM, 128GB Storage)",/Test-Exclusive-646/dp/B07HGJKDRR/ref=sr_1_77?dchild=1&keywords=phones&qid=1584615461&sr=8-77,"16,999",3.8 out of 5 stars,FREE Delivery by Amazon
"OnePlus 7T (Glacier Blue, 8GB RAM, Fluid AMOLED Display, 256GB Storage, 3800mAH Battery)",/Test-Exclusive-748/dp/B07DJLVJ5M/ref=sr_1_78?dchild=1&keywords=phones&qid=1584615461&sr=8-78,"37,999",4.5 out of 5 stars,FREE Delivery by Amazon
"Lenovo K8 Note (Venom Black, 4GB RAM, 64GB Storage) System Update",/Lenovo-Venom-Storage-System-Update/dp/B01LZKSUXF/ref=sr_1_79?dchild=1&keywords=phones&qid=1584615461&sr=8-79,"7,690",3.5 out of 5 stars,FREE Delivery by Amazon
"Redmi Note 8 Pro (Electric Blue, 6GB RAM, 128GB Storage with Helio G90T Processor) - Extra 1,000 Off on Exchange & 6 Month No Cost EMI",/Redmi-Note-Pro-Electric-Processor/dp/B07X4R4F47/ref=sr_1_80?dchild=1&keywords=phones&qid=1584615461&sr=8-80,"15,999",4.4 out of 5 stars,FREE Delivery by Amazon
"OPPO A9 (Marble Green, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",/Marble-Storage-Additional-Exchange-Offers/dp/B07PSHPLRL/ref=sr_1_81?dchild=1&keywords=phones&qid=1584615466&sr=8-81,"12,383",4.3 out of 5 stars,FREE Delivery by Amazon
Nillkin Screen Guard for Xiaomi Mi A3 A 3 Whole Set Version Matte Anti Glare Front + Camera Sticker,/Nillkin-Screen-Xiaomi-Version-Sticker/dp/B07WLLHVD7/ref=sr_1_82?dchild=1&keywords=phones&qid=1584615466&sr=8-82,799,5.0 out of 5 stars,FREE Delivery by Amazon
"Redmi 8A Dual (Midnight Grey, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery",/Redmi-8A-Dual-Midnight-Storage/dp/B07X1KSLC3/ref=sr_1_83?dchild=1&keywords=phones&qid=1584615466&sr=8-83,"6,499",4.2 out of 5 stars,FREE Delivery by Amazon
"Redmi Note 8 Pro (Gamma Green, 6GB RAM, 64GB Storage with Helio G90T Processor) - 6 Month No Cost EMI",/Redmi-Note-Pro-Storage-Processor/dp/B07X4PXKZQ/ref=sr_1_84?dchild=1&keywords=phones&qid=1584615466&sr=8-84,"13,999",4.4 out of 5 stars,FREE Delivery by Amazon
Micromax Q326 Dual Sim Phone (Grey),/Micromax-Q326-Dual-Phone-Grey/dp/B01C0F6NW6/ref=sr_1_85?dchild=1&keywords=phones&qid=1584615466&sr=8-85,"3,495",3.2 out of 5 stars,FREE Delivery by Amazon
The Magical ABC Phone Book!: Teach them to read!,/Magical-ABC-Phone-Book-Teach-ebook/dp/B084T6219T/ref=sr_1_86?dchild=1&keywords=phones&qid=1584615466&sr=8-86,,4.4 out of 5 stars,
"Redmi Note 9 Pro (Interstellar Black, 4GB RAM, 64GB Storage) - Latest Snapdragon 720G & Gorilla Glass 5 Protection",/Test-Exclusive-549/dp/B077PWBC78/ref=sr_1_87?dchild=1&keywords=phones&qid=1584615466&sr=8-87,"12,999",,FREE Delivery by Amazon
"I Kall K600 with 5 Inch Display (2GB Ram, 16GB Internal Storage, Dua Sim 4G Volte) (Black)",/K600-Display-Internal-Storage-Volte/dp/B084JL9FN7/ref=sr_1_88?dchild=1&keywords=phones&qid=1584615466&sr=8-88,"3,099",3.0 out of 5 stars,
"Redmi Note 8 Pro (Halo White, 6GB RAM, 128GB Storage with Helio G90T Processor) - Extra 1,000 Off on Exchange & 6 Month No Cost EMI",/Redmi-Note-Pro-Storage-Processor/dp/B07X4PKGSN/ref=sr_1_89?dchild=1&keywords=phones&qid=1584615466&sr=8-89,"15,999",4.4 out of 5 stars,FREE Delivery by Amazon
"Nokia 4.2 (Black, 3GB RAM, 32GB Storage)",/Nokia-4-2-Black-32GB-Storage/dp/B07RY2NR8F/ref=sr_1_90?dchild=1&keywords=phones&qid=1584615466&sr=8-90,"8,970",3.9 out of 5 stars,FREE Delivery by Amazon
"Vivo Y12 (Aqua Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",/Vivo-Storage-Additional-Exchange-Offers/dp/B07PSHDTHB/ref=sr_1_91?dchild=1&keywords=phones&qid=1584615466&sr=8-91,"9,990",4.2 out of 5 stars,FREE Delivery by Amazon
"I Kall K600 with 5 Inch Display (2GB Ram, 16GB Internal Storage, Dua Sim 4G Volte) (Gold)",/K600-Display-Internal-Storage-Volte/dp/B084JSYNWY/ref=sr_1_92?dchild=1&keywords=phones&qid=1584615466&sr=8-92,"3,099",3.0 out of 5 stars,FREE Delivery by Amazon
"realme XT (Pearl Blue, 4GB RAM, 64GB Storage)",/realme-Pearl-Blue-64GB-Storage/dp/B07YZ8CMX8/ref=sr_1_93?dchild=1&keywords=phones&qid=1584615466&sr=8-93,"14,990",4.4 out of 5 stars,FREE Delivery by Amazon
"Redmi 8A Dual (Sky White, 3GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery",/Redmi-8A-Dual-White-Storage/dp/B07X3P1N3H/ref=sr_1_94?dchild=1&keywords=phones&qid=1584615466&sr=8-94,"6,999",4.2 out of 5 stars,FREE Delivery by Amazon
"SBA999 ABM405 M4 Bluetooth Wireless Smart Fitness Band for Boys/Men/Kids/Women | Sports Watch Compatible with Xiaomi, Oppo, Vivo Mobile Phone | Heart Rate and BP Monitor, Calories Counter",/SBA999-Bluetooth-Wireless-Compatible-Calories/dp/B0839H9LYT/ref=sr_1_95?dchild=1&keywords=phones&qid=1584615466&sr=8-95,444,3.3 out of 5 stars,FREE Delivery over ₹499. Fulfilled by Amazon.
